"","ID","Magnitude","Magnitude Type"
"21971","USB000L1HK","5.6","MWW"
"21972","USB000L219","6","MWW"
"21973","USB000L22E","5.9","MWW"
"21974","USB000L25I","6","MWW"
"21975","USB000L2J8","5.7","MWB"
"21976","USB000L2RK","5.5","MWB"
"21977","USB000L43R","5.6","MWB"
"21978","USB000L4JU","5.5","MWW"
"21979","USB000L4LF","5.8","MWW"
"21980","USB000L51G","6.5","MWW"
"21981","USB000L5Z1","6","MWW"
"21982","USB000L5ZB","5.6","MB"
"21983","USB000L5ZN","7","MWW"
"21984","USB000L633","6","MWC"
"21985","USB000L6BT","5.5","MWB"
"21986","USB000L6RL","5.5","MWB"
"21987","USB000L7NT","5.8","MWB"
"21988","USB000L8MB","6.4","MWW"
"21989","USB000L8N7","5.5","MWW"
"21990","USB000L8PB","6","MWW"
"21991","USB000L90P","5.6","MWW"
"21992","USB000L96N","5.5","MWB"
"21993","USB000LAYI","5.6","MWB"
"21994","USB000LB85","5.7","MWW"
"21995","USB000LDS9","6","MWW"
"21996","USC000LJV7","5.6","MWB"
"21997","USC000LKGY","5.5","MWB"
"21998","USC000LLBC","5.5","MWB"
"21999","USC000LLFS","5.8","MWW"
"22000","USC000LM19","5.5","MWW"
"22001","USC000LM7A","5.7","MWB"
"22002","USC000LMMC","6.2","MWW"
"22003","USC000LNJ6","5.7","MWB"
"22004","USC000LPAH","5.5","MWB"
"22005","USC000LPDM","5.5","MWB"
"22006","USC000LPW9","5.5","MWB"
"22007","USC000LPXM","5.6","MWB"
"22008","USC000LQ71","5.6","MWB"
"22009","USC000LQ86","5.8","MWW"
"22010","USC000LT6S","5.6","MWB"
"22011","USC000LTAX","5.9","MWW"
"22012","USC000LTDL","5.8","MWW"
"22013","USC000LTDN","5.9","MWW"
"22014","USC000LTE5","5.6","MWC"
"22015","USC000LTNQ","5.5","MWW"
"22016","USC000LTQK","5.7","MWW"
"22017","USC000LUWE","5.7","MWW"
"22018","USC000LVB5","6.5","MWW"
"22019","USC000LWMK","5.7","MWW"
"22020","USC000LWP7","5.5","MWB"
"22021","USC000LX2L","5.5","MWB"
"22022","USC000LYI1","5.7","MWB"
"22023","USC000LYKC","5.7","MWW"
"22024","USC000LZ8G","5.8","MWW"
"22025","USC000LZSC","5.6","MWW"
"22026","USC000M0XB","5.5","MWB"
"22027","USC000M1W9","6.4","MWW"
"22028","USB000M225","5.5","MWB"
"22029","USB000M4I4","6.1","MWW"
"22030","USB000M5GE","6.1","MWW"
"22031","USB000M635","5.5","MWC"
"22032","USB000M668","5.6","MWB"
"22033","USB000M6HR","5.5","MWB"
"22034","USB000M6JC","5.8","MWW"
"22035","USB000M6JK","5.7","MWC"
"22036","USB000M7WD","6.1","MWW"
"22037","USB000M8CH","6.1","MWW"
"22038","USC000MN0R","5.6","MB"
"22039","USB000M8X1","5.6","MWB"
"22040","USC000MCJ6","5.6","MWB"
"22041","USC000MCSN","5.6","MWW"
"22042","USC000MF4J","6.1","MWW"
"22043","USC000MFE4","5.7","MWW"
"22044","USC000MFM0","6.5","MWW"
"22045","USC000MFUH","6","MWW"
"22046","USC000MFVH","5.6","MWW"
"22047","USC000MGMA","5.8","MWW"
"22048","USC000MIJ1","5.9","MWW"
"22049","USC000MIQL","5.5","MWB"
"22050","USC000MIYU","5.5","MWB"
"22051","USC000MJYE","6.5","MWW"
"22052","USC000ML4S","5.7","MWW"
"22053","USC000MLK4","6","MWW"
"22054","USC000MMB5","5.5","MWB"
"22055","USC000MNVJ","6.9","MWW"
"22056","USC000MZ3I","5.7","MB"
"22057","USC000MNZC","5.6","MWW"
"22058","USC000MP97","5.6","MWW"
"22059","USC000MQD1","5.6","MWW"
"22060","USC000MRUF","5.5","MWW"
"22061","USC000MSJ8","5.6","MWC"
"22062","USC000MSKT","6.5","MWW"
"22063","USC000MSLG","5.8","MWC"
"22064","USC000MT6Q","5.9","MWW"
"22065","USC000MWTA","5.5","MWB"
"22066","USC000MXLS","5.6","MWW"
"22067","USC000MXN0","5.6","MWB"
"22068","USC000MXMH","5.5","MWC"
"22069","USC000MXMU","5.5","MWC"
"22070","USC000MYQQ","6.1","MWW"
"22071","USB000MZEF","6.2","MWW"
"22072","USB000MZLZ","5.8","MWW"
"22073","USB000MZMN","6.5","MWW"
"22074","USB000MZQN","6","MWW"
"22075","USB000N0MP","5.7","MWW"
"22076","USB000N1EX","6.3","MWW"
"22077","USB000N1MK","5.6","MWB"
"22078","USC000N3QP","5.6","MWW"
"22079","USC000N4RT","5.7","MWW"
"22080","USC000N62J","5.6","MWW"
"22081","USC000N65Q","5.8","MWW"
"22082","NC72182046","6.8","MW"
"22083","USC000N6PX","5.9","MWW"
"22084","USC000N7BM","6.4","MWW"
"22085","USC000N8EZ","6.1","MWW"
"22086","USC000N9H2","5.6","MWW"
"22087","USC000NABV","6.3","MWW"
"22088","USC000NAH5","5.5","MWW"
"22089","USC000NB99","5.5","MWW"
"22090","USC000NBSX","5.5","MWB"
"22091","USC000NCBL","6.1","MWW"
"22092","USC000ND0C","6.3","MWW"
"22093","USC000NDNJ","6.7","MWW"
"22094","USC000NDW9","6.4","MWW"
"22095","USC000NE4M","5.8","MWB"
"22096","USC000NG3T","5.8","MWW"
"22097","USC000NGBM","5.8","MWW"
"22098","USC000NGTE","5.8","MWW"
"22099","USC000NGYA","5.8","MWW"
"22100","USC000NHE7","5.5","MWW"
"22101","USC000NITP","5.6","MWW"
"22102","USC000NJ7V","5.8","MWW"
"22103","USC000NJRQ","6.4","MWW"
"22104","USC000NJSG","5.5","MB"
"22105","USC000NL0M","6.2","MWW"
"22106","USC000NL19","5.6","MWW"
"22107","USC000NLQ5","5.9","MWB"
"22108","USC000NM96","6.3","MWW"
"22109","USC000NMVQ","5.7","MWW"
"22110","USC000NMWM","5.6","MWW"
"22111","USC000NN3H","5.7","MWW"
"22112","USC000NQNQ","6.3","MWW"
"22113","USC000NQXT","5.5","MWW"
"22114","USC000NSGK","6","MWW"
"22115","USC000NU2X","5.7","MWW"
"22116","USC000NUMX","5.6","MWW"
"22117","USC000NUNK","5.5","MWW"
"22118","USC000NVS8","5.9","MWW"
"22119","USC000NXI1","5.6","MWW"
"22120","USC000NXIT","5.6","MWW"
"22121","USC000NZVD","8.2","MWW"
"22122","USC000NZWM","6.9","MWW"
"22123","USB000PMKL","5.8","MB"
"22124","USC000NZX8","5.7","MB"
"22125","USB000PMM0","5.6","MB"
"22126","USC000NZWG","5.6","MB"
"22127","USC000P08T","5.5","MWR"
"22128","USC000P11F","6","MWW"
"22129","USC000P20R","5.5","MWB"
"22130","USC000P26F","6.5","MWW"
"22131","USC000P27I","7.7","MWW"
"22132","USC000P27S","5.5","MB"
"22133","USC000P28L","5.5","MB"
"22134","USC000P2CS","6.4","MWW"
"22135","USC000P2LA","5.7","MWB"
"22136","USC000P4A9","6.3","MWW"
"22137","USC000P4TY","6","MWW"
"22138","USC000P5R9","5.6","MWW"
"22139","USC000P66R","5.6","MWB"
"22140","USC000P8US","5.7","MWW"
"22141","USC000PALW","5.6","MWW"
"22142","USB000QLLQ","5.6","MWC"
"22143","USC000PFD3","5.8","MWB"
"22144","USD0003CQX","6.1","MWW"
"22145","USC000PFGR","6.2","MWW"
"22146","USC000PFT9","7.1","MWW"
"22147","USC000PFUY","6.5","MWW"
"22148","USC000PG0H","5.7","MWC"
"22149","USC000PG3S","5.7","MWW"
"22150","USC000PGSI","6.6","MWW"
"22151","USC000PHAJ","6.1","MWW"
"22152","USC000PHMH","5.8","MWW"
"22153","USC000PHX5","7.6","MWW"
"22154","USC000PHYT","5.8","MB"
"22155","USC000PIMF","5.6","MWC"
"22156","USC000PIMJ","5.7","MWB"
"22157","USC000PIPX","5.5","MWW"
"22158","USC000PIQJ","7.4","MWW"
"22159","USC000PIQP","5.7","MB"
"22160","USC000PIS3","5.6","MB"
"22161","USC000PISH","6.6","MWW"
"22162","USC000PJM1","5.8","MWB"
"22163","USC000PJP0","5.6","MWB"
"22164","USB000PKXL","6.8","MWW"
"22165","USB000PL8S","5.6","MWB"
"22166","USB000PNGZ","5.8","MWB"
"22167","USB000PPK1","5.6","MWW"
"22168","USB000PNW2","6.2","MWW"
"22169","USB000PPTC","6.1","MWW"
"22170","USB000PQ41","7.2","MWW"
"22171","AK11232962","5.6","ML"
"22172","USB000PQFE","5.8","MWC"
"22173","USB000PQWE","6.6","MWW"
"22174","USB000PR89","7.5","MWW"
"22175","USB000QL65","5.8","MB"
"22176","USB000PR8T","5.6","MB"
"22177","USB000PRK0","5.8","MWW"
"22178","USB000PRPS","5.5","MWC"
"22179","USB000PRQV","6.2","MWW"
"22180","USB000PRRU","5.9","MWC"
"22181","USB000PRTI","5.8","MWW"
"22182","USB000PSG4","5.6","MWW"
"22183","USB000PT65","5.6","MWB"
"22184","USB000PX6R","6.5","MWW"
"22185","USB000PY4W","5.9","MWW"
"22186","USB000Q0WI","5.7","MWC"
"22187","USB000Q0AG","6.1","MWW"
"22188","USB000Q5DT","5.7","MWB"
"22189","USB000Q66S","6.6","MWW"
"22190","USB000Q6BA","5.9","MWW"
"22191","USB000Q6W3","5.6","MWB"
"22192","USB000Q6WT","5.7","MWW"
"22193","USB000Q6X6","5.6","MWW"
"22194","AK11248623","5.5","MB"
"22195","USB000Q81W","5.6","MWW"
"22196","USB000Q98A","6.6","MWW"
"22197","USB000Q98E","6.3","MWW"
"22198","USB000Q9SV","6","MWW"
"22199","USB000QACK","6.1","MWW"
"22200","USB000QCG4","6.3","MWW"
"22201","USB000QCQE","6","MWW"
"22202","USB000QEA2","6.4","MWW"
"22203","USB000QFCT","5.9","MWW"
"22204","USB000QGT2","6","MWW"
"22205","AK11257368","5.6","ML"
"22206","USB000QHF5","5.9","MWW"
"22207","USB000QHNH","5.8","MWW"
"22208","USB000QI18","5.6","MWW"
"22209","USB000QJHH","6.5","MWW"
"22210","USB000QK64","6.5","MWW"
"22211","USB000QLTI","5.6","MWW"
"22212","USB000QN2Z","6.1","MWW"
"22213","USB000QNGW","6.3","MWW"
"22214","USB000QNIY","6.3","MWW"
"22215","USB000QQBK","5.5","MWW"
"22216","USB000QQLQ","5.9","MWW"
"22217","USB000QRC9","5.5","MWW"
"22218","USB000QSBY","5.6","MWW"
"22219","USB000QSFC","5.7","MWW"
"22220","USB000QSZ7","5.5","MWB"
"22221","USB000QT4I","5.7","MWC"
"22222","USB000QT4L","6","MWW"
"22223","USB000QT7U","5.6","MWB"
"22224","USB000QT9Y","5.6","MWC"
"22225","USB000QTEU","5.5","MWB"
"22226","USB000QU45","5.8","MWW"
"22227","USB000QU81","5.5","MWB"
"22228","USB000QVT4","5.7","MWW"
"22229","USB000QXND","5.6","MWW"
"22230","USB000QXX2","5.8","MWW"
"22231","USB000QY82","6","MWW"
"22232","USB000QZB9","5.5","MWB"
"22233","USB000R1Y6","5.8","MWW"
"22234","USB000R209","5.7","MWW"
"22235","USB000R26G","5.5","MWC"
"22236","USB000R2GJ","5.7","MWW"
"22237","USB000R2HC","6.9","MWW"
"22238","USB000R2J9","5.9","MWC"
"22239","PR14148004","5.8","ML"
"22240","USC000R8XG","5.9","MWW"
"22241","USC000R91R","5.5","MWC"
"22242","USC000R948","5.7","MWW"
"22243","USC000R94C","5.6","MWW"
"22244","USC000R9G2","6.2","MWW"
"22245","USC000R9T0","5.7","MWW"
"22246","USC000RABR","5.6","MWC"
"22247","USC000RAUC","5.7","MWW"
"22248","USC000RBE3","5.9","MWW"
"22249","USC000RCCX","5.5","MWC"
"22250","AK11285090","5.5","ML"
"22251","USC000RCF1","5.5","MWC"
"22252","USC000RCHE","5.5","MWW"
"22253","USC000RF9I","5.8","MWW"
"22254","USC000RFF2","5.6","MWW"
"22255","USC000RFH2","6.5","MWW"
"22256","USC000RFJ5","5.5","MWW"
"22257","USC000RFU7","5.5","MWW"
"22258","USC000RFV0","5.6","MWW"
"22259","USC000RFYE","5.7","MWW"
"22260","AK11292524","5.7","ML"
"22261","USB000RGRW","5.7","MWW"
"22262","USB000RGSN","6.2","MWW"
"22263","USB000RH54","5.8","MWW"
"22264","USC000RJ14","5.6","MWW"
"22265","USC000RJ2S","5.8","MWW"
"22266","USC000RKG5","6.9","MWW"
"22267","USC000RKGA","6.5","MWC"
"22268","USC000RKHJ","6.7","MWC"
"22269","USC000RKI5","7.9","MWW"
"22270","USC000RM6K","5.7","MB"
"22271","USC000RKIJ","5.6","MB"
"22272","USC000RKII","6","MB"
"22273","USC000RKJV","6","MB"
"22274","USC000RKMT","5.6","MB"
"22275","USC000RKN2","5.9","MB"
"22276","USC000RKNC","6","MB"
"22277","USC000RKSK","5.8","MB"
"22278","USC000RKVN","6.3","MWB"
"22279","USC000RKZN","5.7","MWB"
"22280","USC000RNFX","6.2","MWW"
"22281","USC000RNGJ","6.9","MWW"
"22282","USC000RNJU","5.8","MWB"
"22283","USC000RNJW","6","MWB"
"22284","USC000RNK7","6.4","MWW"
"22285","USC000RNKU","6.7","MWW"
"22286","USC000RNLC","5.9","MWW"
"22287","USB000RZ1N","5.6","MWW"
"22288","USC000RNX0","6.2","MWW"
"22289","USB000RVUM","5.6","MWC"
"22290","USC000RPFU","6","MWW"
"22291","USC000RPU4","5.7","MWW"
"22292","USC000RPW8","5.8","MWW"
"22293","USC000RQAE","5.7","MWW"
"22294","USC000RQBG","6.3","MWW"
"22295","USC000RQGL","5.5","MWW"
"22296","USC000RQGZ","6.5","MWW"
"22297","USC000RQIX","5.7","MWW"
"22298","USC000RQS7","6","MWW"
"22299","USC000RR1Y","5.8","MWW"
"22300","USC000RR6A","6.9","MWW"
"22301","USC000RRL0","5.5","MWB"
"22302","USC000RRMG","6.2","MWW"
"22303","USB000RRB8","5.8","MWW"
"22304","USB000RS50","6.5","MWW"
"22305","USB000RSEJ","5.6","MWW"
"22306","USB000RSF0","5.6","MWW"
"22307","USB000RSNS","5.8","MWW"
"22308","USB000RSNZ","5.5","MWW"
"22309","USB000RSQI","5.5","MWW"
"22310","USB000RSR5","6.3","MWW"
"22311","USB000RT2U","5.8","MWW"
"22312","USB000RT3B","5.7","MWW"
"22313","USB000RT5G","5.6","MWW"
"22314","AK11328120","6","MB"
"22315","USB000RUJQ","6.2","MWW"
"22316","USB000RUKS","6","MWW"
"22317","USB000RUU6","6.2","MWW"
"22318","USB000RUZK","6.9","MWW"
"22319","USB000RWQE","5.6","MWW"
"22320","USB000RX5I","6.1","MWW"
"22321","USB000RXJY","5.8","MWC"
"22322","USB000RXNI","6","MWW"
"22323","USB000RXUC","5.6","MWW"
"22324","USB000RY5U","5.6","MWW"
"22325","USB000RY8M","6.3","MWW"
"22326","USB000RY9U","6","MWW"
"22327","USB000RYG1","5.5","MWB"
"22328","USB000RYKV","5.9","MWW"
"22329","USB000RYUH","5.8","MWW"
"22330","USB000RZ1P","5.5","MWW"
"22331","USB000RZG0","5.5","MWB"
"22332","USB000RZGN","5.6","MWB"
"22333","USB000RZKI","6.9","MWW"
"22334","USB000RZKL","5.7","MB"
"22335","USB000RZLC","5.7","MWW"
"22336","USB000RZMG","6.2","MWW"
"22337","USB000S0R6","6.2","MWW"
"22338","USB000S1NC","6.1","MWW"
"22339","USB000S1PI","5.6","MWB"
"22340","USB000S1QS","5.5","MWW"
"22341","USB000S1TP","5.5","MWC"
"22342","USB000S1VQ","5.5","MWW"
"22343","USB000S29M","5.6","MWW"
"22344","USB000S2B1","5.6","MWW"
"22345","USB000S3NP","6.2","MWW"
"22346","USB000S3PH","5.6","MWB"
"22347","USB000S3T7","6","MWW"
"22348","USB000S4IF","5.6","MWB"
"22349","USB000S4PB","5.5","MWB"
"22350","USB000S4RB","5.5","MWB"
"22351","USB000S4S2","5.9","MWW"
"22352","USB000S5DR","5.5","MWC"
"22353","USB000S5LT","5.6","MWW"
"22354","USB000S5RC","6.4","MWW"
"22355","NC72282711","6.02","MW"
"22356","USB000S5W9","5.5","MB"
"22357","USB000S5X1","6.8","MWW"
"22358","USB000S60Y","5.5","MWW"
"22359","USC000S7EW","5.6","MWB"
"22360","USC000S7I5","5.9","MWW"
"22361","USC000S7Q8","5.8","MWW"
"22362","USC000S7WH","5.8","MWW"
"22363","USC000S88K","5.5","MWB"
"22364","USC000S8NY","5.5","MWW"
"22365","USC000S97B","5.8","MWW"
"22366","USC000S97I","5.5","MWC"
"22367","USC000S98U","5.7","MWW"
"22368","USC000S9Q5","5.9","MWW"
"22369","USC000S9V5","6","MWW"
"22370","USB000S9JN","5.8","MWW"
"22371","USB000S9VV","6.1","MWW"
"22372","USB000S9WC","5.9","MWW"
"22373","USB000SA0Z","6.2","MWW"
"22374","USB000SA3X","5.5","MWW"
"22375","USB000SAY6","6.2","MWW"
"22376","USB000SAYT","5.9","MWW"
"22377","USB000SAYV","5.6","MB"
"22378","USB000SCFZ","5.5","MWW"
"22379","USB000SCUJ","5.5","MWW"
"22380","USB000SCUR","5.5","MWW"
"22381","USB000SDCR","6.7","MWW"
"22382","USB000SDTR","5.5","MWB"
"22383","USB000SEIY","5.5","MB"
"22384","USB000SESB","5.5","MWW"
"22385","USB000SEYA","5.7","MWW"
"22386","USB000SF9A","5.5","MWC"
"22387","USB000SFJ5","6.2","MWW"
"22388","USB000SFTZ","6.1","MWW"
"22389","AK11401855","6.2","ML"
"22390","USB000SG5E","5.5","MWC"
"22391","USB000SGU3","5.7","MWC"
"22392","USB000SH06","5.6","MWW"
"22393","USB000SHED","5.5","MWB"
"22394","USB000SHIF","5.5","MWB"
"22395","USB000SHL2","6","MWW"
"22396","USB000SI49","5.7","MWW"
"22397","USB000SICW","5.5","MWW"
"22398","USB000SIF9","5.5","MWB"
"22399","USB000SITC","5.6","MWW"
"22400","USB000SIWY","5.5","MWW"
"22401","USB000SJ6K","5.7","MWW"
"22402","USB000SJHK","5.5","MWW"
"22403","USB000SJIM","6.1","MWW"
"22404","USB000SJT0","6.1","MWW"
"22405","USB000SJT5","5.6","MWC"
"22406","USB000SK6K","7","MWW"
"22407","USB000SK6Q","6.6","MWW"
"22408","USB000SK7E","5.7","MWC"
"22409","USB000SKFF","5.7","MWW"
"22410","USB000SKJD","5.6","MWW"
"22411","USB000SKYS","6.1","MWW"
"22412","USB000SL3M","5.5","MWW"
"22413","USB000SL82","5.6","MWW"
"22414","USB000SLGY","5.8","MWW"
"22415","USB000SLWN","7.3","MWW"
"22416","USB000SLWZ","5.7","MB"
"22417","USB000SMCV","5.5","MWW"
"22418","USB000SMFF","5.7","MWW"
"22419","USB000SMN6","5.5","MWW"
"22420","USB000SP1F","5.8","MWW"
"22421","USB000SP4A","5.7","MWB"
"22422","USB000SP80","5.6","MWB"
"22423","USB000SPMS","5.6","MWB"
"22424","USB000SPN6","5.8","MWW"
"22425","USB000SQQU","5.7","MWW"
"22426","USB000SQUK","5.5","MWC"
"22427","USB000SR1A","6","MWW"
"22428","USB000SRNQ","5.7","MWW"
"22429","USC000STBK","5.8","MWW"
"22430","USC000STBW","6","MWW"
"22431","USC000STDC","7.1","MWW"
"22432","USC000STIG","6","MWW"
"22433","USC000STLJ","5.5","MWW"
"22434","USC000STLT","6.3","MWW"
"22435","USC000SV89","5.5","MWW"
"22436","USC000SV94","6.6","MWW"
"22437","USC000SVZI","5.9","MWW"
"22438","USC000SVZN","5.6","MWW"
"22439","USC000SW4E","5.7","MWW"
"22440","USC000SWJ4","5.5","MWB"
"22441","USC000SWWJ","6","MWW"
"22442","USC000SWX1","5.5","MWB"
"22443","USC000SXH8","7.1","MWW"
"22444","USB000T0PJ","5.9","MB"
"22445","USC000SXHM","5.9","MWW"
"22446","USC000SXKT","5.5","MWW"
"22447","USC000SXYE","6.7","MWW"
"22448","USC000SY0A","5.8","MWW"
"22449","USC000SY39","5.5","MWC"
"22450","USC000SY62","6.1","MWW"
"22451","USC000SYCA","5.6","MWW"
"22452","USC000SYCQ","5.8","MWW"
"22453","USB000SY4S","5.6","MWW"
"22454","USB000SYBR","5.6","MWB"
"22455","USB000SYG3","5.8","MWW"
"22456","USB000SYHZ","6.5","MWW"
"22457","USB000SYY0","5.9","MWW"
"22458","USB000SYZA","6.2","MWW"
"22459","USB000SZ38","5.6","MWW"
"22460","USB000SZNL","5.6","MWW"
"22461","USB000SZW2","5.6","MWB"
"22462","USB000T08W","6.8","MWW"
"22463","USB000T098","5.6","MB"
"22464","USB000T15U","5.6","MWW"
"22465","USB000T18G","5.8","MWW"
"22466","USB000T1J2","5.7","MWW"
"22467","USB000T20T","6.6","MWW"
"22468","USB000T2CN","5.5","MWB"
"22469","USC000T440","5.6","MWW"
"22470","USC000T48Q","5.6","MWW"
"22471","USC000T49V","6","MWW"
"22472","USC000T4BD","6","MWW"
"22473","USC000T4CZ","6.6","MWW"
"22474","USC000T4DJ","5.6","MWC"
"22475","USC000T4EP","5.9","MWW"
"22476","USC000T4GC","6.1","MWW"
"22477","USC000T4IQ","6.6","MWW"
"22478","USC000T4IX","5.6","MB"
"22479","USC000T4QZ","5.7","MWW"
"22480","USC000T5BU","6.1","MWW"
"22481","USC000T5JN","5.5","MWB"
"22482","USC000T652","5.8","MWW"
"22483","USC000T7KD","5.9","MWW"
"22484","USC000T7ZA","5.5","MWW"
"22485","USC000T8GV","5.6","MWW"
"22486","USC000T8P4","5.9","MWW"
"22487","USC000T8VQ","6.3","MWW"
"22488","USC000T91M","5.8","MWW"
"22489","USC000T9L4","5.5","MWB"
"22490","USC000T9LM","5.9","MWB"
"22491","USC000TA5D","5.9","MWW"
"22492","USC000TAA1","5.5","MWB"
"22493","USC000TAIK","6.1","MWW"
"22494","USC000TAKC","5.6","MWW"
"22495","USC000TAUH","6","MWW"
"22496","USC000TAWD","5.8","MWW"
"22497","USC000TAXU","5.5","MWB"
"22498","USC000TB8R","5.5","MWC"
"22499","USC000TBVE","5.6","MWW"
"22500","USC000TC8Q","5.6","MWB"
"22501","USC000TCBA","6.5","MWW"
"22502","USC000TD4A","5.7","MWB"
"22503","USC000TEEH","5.6","MWW"
"22504","USC000TEIL","5.5","MWW"
"22505","USC000TEJF","5.9","MWW"
"22506","USC000TES3","5.5","MWW"
"22507","USC000TEWZ","5.6","MWW"
"22508","USC000TGSW","5.6","MWW"
"22509","USC000TGVB","5.5","MWW"
"22510","USC000TGW6","5.5","MWW"
"22511","USC000TH1C","5.7","MWW"
"22512","USC000TH7M","5.5","MWW"
"22513","USC000THE9","5.5","MWW"
"22514","USC000THWT","5.7","MWW"
"22515","USC000TIHY","6.8","MWW"
"22516","USC000TLAK","5.6","MWC"
"22517","USB000TII2","5.7","MWW"
"22518","USB000TISM","6.2","MWW"
"22519","NC72387946","5.73","MW"
"22520","USC000TJZJ","5.6","MWB"
"22521","USC000TKER","6","MWW"
"22522","USC000TKKW","5.5","MWW"
"22523","USC000TKQD","5.5","MWB"
"22524","USC000TKQS","5.7","MWW"
"22525","USC000TKSD","5.6","MWC"
"22526","USC000TKWL","5.9","MWW"
"22527","USC000TKWV","6.3","MWW"
"22528","USC000TL6W","5.5","MWW"
"22529","USC000TLGC","5.5","MWB"
"22530","USC000TLUN","5.7","MWW"
"22531","USC000TN7F","5.6","MWB"
"22532","USC000TNZ0","5.5","MWW"
"22533","USC000TP1S","6.7","MWW"
"22534","USB000TNDE","5.8","MWB"
"22535","USB000TNLK","5.5","MWB"
"22536","USB000TP5Q","7.1","MWW"
"22537","USB000TP6Y","6.2","MWW"
"22538","USB000TPUW","6.2","MWW"
"22539","USB000TPVJ","6.7","MWW"
"22540","USB000TPY8","5.5","MWB"
"22541","USB000TQ2A","5.5","MWW"
"22542","USB000TQ6V","5.5","MWB"
"22543","USB000TQ7I","5.5","MWC"
"22544","USB000TQ9F","6.1","MWW"
"22545","US10000DG7","5.5","MWB"
"22546","USC000TRF9","6.4","MWW"
"22547","USC000TRSC","6.2","MWW"
"22548","USC000TS49","6","MWW"
"22549","USC000TSA5","5.5","MWW"
"22550","USC000TSAK","6.2","MWW"
"22551","USC000TSKI","5.8","MWW"
"22552","USC000TSZG","5.7","MWW"
"22553","USC000TT0X","5.9","MWW"
"22554","USC000TTKD","7","MWW"
"22555","USC000TTNW","5.7","MWW"
"22556","USC000TU4Z","5.6","MWB"
"22557","USC000TU5Z","5.5","MWW"
"22558","USC000TUYV","5.5","MWB"
"22559","USC000TUMX","6.1","MWW"
"22560","USC000TVGW","6","MWW"
"22561","USC000TWDD","5.6","MWW"
"22562","USC000TWG0","5.6","MWW"
"22563","USC000TWP2","5.8","MWW"
"22564","US10001LDX","6.2","MWW"
"22565","US10001MGF","5.5","MWB"
"22566","US10001MH6","5.8","MWW"
"22567","US10001MM0","6.1","MWW"
"22568","US10001MP3","5.9","MWW"
"22569","US10001N7N","5.5","MWW"
"22570","US10001NAB","6.2","MWW"
"22571","US10001NJ1","6.2","MWW"
"22572","US10001P6F","5.6","MWW"
"22573","US10001PJ6","5.5","MWC"
"22574","US10001PPX","6.4","MWW"
"22575","US10001PS8","5.5","MWW"
"22576","US10001RCR","5.5","MWW"
"22577","US10001RIG","5.6","MWW"
"22578","US10001RK3","5.5","MWB"
"22579","US10001RMK","5.9","MWW"
"22580","US10001RQX","5.6","MWW"
"22581","US10001RVU","7.5","MWW"
"22582","US10001RVZ","5.7","MB"
"22583","US10001RYK","6","MWW"
"22584","US10001RYQ","6.4","MWW"
"22585","US10001RYU","6.5","MWW"
"22586","US10001S0C","5.9","MWB"
"22587","US10001S3E","5.8","MWW"
"22588","US10001SBC","5.6","MWW"
"22589","US10001SBG","5.7","MWC"
"22590","US10001SBF","6","MWW"
"22591","US10001SQQ","5.5","MWC"
"22592","US10001T0Z","5.9","MWW"
"22593","US10001TJY","5.5","MWC"
"22594","US10001TQI","5.9","MWW"
"22595","US10001U5V","5.5","MWB"
"22596","US10001V8K","6.3","MWW"
"22597","US200025ML","5.7","MWW"
"22598","US200025T9","5.5","MWB"
"22599","US200026CN","5.6","MWB"
"22600","US2000272B","6","MWW"
"22601","US200027C2","6.5","MWW"
"22602","US200027PS","6.4","MWW"
"22603","US200027RC","5.7","MWB"
"22604","US200027RT","6","MWW"
"22605","US200027RU","6.1","MWW"
"22606","US200028GT","6.2","MWW"
"22607","US200028QC","6.1","MWW"
"22608","US200028UE","6.2","MWW"
"22609","US20002926","7.8","MWW"
"22610","US20002BI4","6.1","MB"
"22611","US20002BI0","5.6","MB"
"22612","US2000292Y","6.6","MWW"
"22613","US20002934","5.5","MB"
"22614","US2000294G","5.7","MB"
"22615","US200029BT","6.7","MWW"
"22616","US200029GW","5.6","MWW"
"22617","US200029X8","6.1","MWW"
"22618","US200029YS","5.5","MWW"
"22619","US20002AG2","5.8","MWB"
"22620","US20002AG9","6.7","MWW"
"22621","US20002AM6","6.8","MWW"
"22622","US20002DHX","6","MB"
"22623","US20002AVL","5.7","MWC"
"22624","US20002B1R","6","MWW"
"22625","US20002B1X","5.5","MB"
"22626","US20002B2K","5.9","MWW"
"22627","US20002B38","5.6","MWW"
"22628","US20002B6B","5.7","MWB"
"22629","US20002BNF","7.5","MWW"
"22630","US20002BNG","5.8","MB"
"22631","US20002BP4","5.6","MB"
"22632","US20002BR8","5.8","MWC"
"22633","US20002C13","5.5","MWC"
"22634","US20002DAS","7.1","MWW"
"22635","US20002DP5","5.7","MWW"
"22636","US20002DQA","5.9","MWW"
"22637","US20002E4X","5.6","MWW"
"22638","US20002E96","6","MWW"
"22639","US20002EJL","7.3","MWW"
"22640","US20002EK0","5.5","MB"
"22641","US20002EK5","6.3","MWW"
"22642","US20002ET4","6.8","MWW"
"22643","US100029K5","6","MWW"
"22644","US100029RN","5.5","MWW"
"22645","US100029XN","5.6","MWB"
"22646","US10002A3X","5.7","MWW"
"22647","US10002A8F","5.7","MWW"
"22648","US10002AIP","5.8","MWW"
"22649","US10002AJ3","6.7","MWW"
